ID,Data Bytes
000001F3,C0 94 00 F3 81 80 00 00 
000001F8,02 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000316,41 00 80 1E 00 00 00 00 
00000153,00 28 02 00 00 FF 00 80 
000001F3,C0 94 00 F3 81 80 00 00 
000001F8,01 00 00 00 FE FF 00 00 
000001F5,4E 17 02 0F 80 21 F8 0C 
00000329,62 5C 00 00 00 00 00 00 
00000545,00 D7 C9 00 3B 00 00 5C 
000001F0,47 00 53 00 3C 00 4E 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 28 02 00 00 FF 00 80 
000001F3,C0 94 00 F3 41 80 00 00 
000001F8,02 00 00 00 FE FF 00 00 
000001F0,46 20 54 00 3C 00 4E 00 
000001F5,8E 17 00 18 80 31 00 00 
00000316,41 00 80 1E 00 00 00 00 
00000336,BC 19 FE 02 EE 17 56 19 
00000545,00 D7 C9 00 3B 00 00 5C 
00000153,00 28 02 00 00 FF 00 80 
00000565,50 20 66 02 00 02 9E 63 
00000329,80 5C 00 00 00 00 00 00 
000001F5,B0 17 F0 0F 80 41 7D 00 
000001F0,46 60 55 00 3C 00 4E 00 
000001F8,02 00 00 00 FE FF 00 00 
00000329,80 5C 00 00 00 00 00 00 
00000336,B7 19 FE 02 E9 17 51 19 
00000153,00 28 02 00 00 FF 00 80 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 28 02 00 00 FF 00 80 
000001F3,40 93 00 F3 01 80 00 00 
000001F8,02 00 00 00 FE FF 00 00 
000001F5,F0 17 C0 17 80 51 3A 04 
000001F0,46 00 55 00 3C 00 4E 00 
00000316,41 00 99 1E 00 00 00 00 
00000336,B7 19 FE 02 E9 17 51 19 
00000545,00 D7 C9 00 3B 00 00 5C 
00000329,80 5C 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 9E 63 
000001F0,46 20 54 00 3C 00 4D 00 
000001F8,02 00 00 00 FE FF 00 00 
00000153,00 20 02 00 00 FF 00 80 
000001F5,20 18 B0 16 80 61 64 11 
00000316,41 00 99 1E 00 00 00 00 
000001F0,46 40 53 00 3D 00 4D 00 
00000336,32 19 FE 02 DD 17 27 19 
00000545,00 D7 C9 00 3B 00 00 5C 
00000153,00 28 02 00 00 FF 00 80 
00000565,50 20 66 02 00 02 9E 63 
000001F5,5E 18 48 16 80 71 76 06 
00000153,00 20 02 00 00 FF 00 80 
000001F3,80 92 00 F4 81 80 00 00 
000001F8,02 00 00 00 FE FF 00 00 
000001F0,46 60 53 00 3D 00 4C 00 
00000316,41 00 99 1E 00 00 00 00 
00000336,09 19 FE 02 CF 17 1D 19 
00000545,00 D7 C9 00 3B 00 00 5C 
00000329,80 5C 00 00 00 00 00 00 
00000153,00 20 02 00 00 FF 00 80 
000001F3,80 92 00 F3 41 80 00 00 
000001F5,8D 18 C9 18 80 81 88 00 
000001F0,46 00 51 00 3D 00 4C 00 
00000316,41 00 8C 1E 00 00 00 00 
00000336,32 19 FE 02 DD 17 27 19 
00000153,00 28 02 00 00 FF 00 80 
000001F8,03 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000329,80 5C 00 00 00 00 00 00 
000001F5,CB 18 BC 17 80 91 3A 04 
00000153,00 20 02 00 00 FF 00 80 
000001F3,00 92 00 F4 C1 80 00 00 
000001F8,03 00 00 00 FE FF 00 00 
000001F0,45 40 50 00 3D 00 4B 00 
00000316,41 00 8C 1E 00 00 00 00 
00000545,00 D7 C9 00 3B 00 00 5C 
00000329,C0 5C 00 00 00 00 00 00 
00000545,00 42 CA 00 3B 00 00 5C 
00000565,50 20 66 02 00 02 9E 63 
000001F0,40 40 4E 00 3D 00 49 00 
000001F5,90 1C 85 1A 80 91 95 02 
000001F0,40 60 4E 00 3D 00 49 00 
000001F8,01 00 00 00 FE FF 00 00 
00000153,00 18 02 00 00 FF 00 80 
00000316,41 00 86 1E 00 00 00 00 
00000336,E1 19 FE 02 30 18 99 19 
00000545,00 42 CA 00 3B 00 00 5C 
00000153,00 10 02 00 00 FF 00 80 
000001F5,C0 1C C0 18 80 A1 F1 0A 
00000565,50 20 66 02 00 02 9E 63 
00000329,62 5C 00 00 00 00 00 00 
00000153,00 10 02 00 00 FF 00 80 
000001F3,C0 94 00 F6 01 7D 00 00 
00000329,62 5C 00 00 00 00 00 00 
00000545,00 42 CA 00 3B 00 00 5C 
000001F0,40 20 4E 00 3C 00 49 00 
00000565,50 20 66 02 00 02 9E 63 
000001F5,F6 1C AC 14 80 B1 00 00 
00000153,00 10 02 00 00 FF 00 80 
000001F3,80 95 00 F6 41 7D 00 00 
000001F8,01 00 00 00 FE FF 00 00 
000001F0,40 40 4E 00 3C 00 48 00 
00000316,41 00 99 1E 00 00 00 00 
00000336,6F 19 FE 02 1F 18 6F 19 
000001F5,30 1D 82 1A 80 C1 55 00 
00000329,62 5C 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 10 02 00 00 FF 00 80 
000001F8,01 00 00 00 FE FF 00 00 
000001F0,40 60 4E 00 3B 00 48 00 
00000153,00 10 02 00 00 FF 00 80 
000001F3,00 96 00 F5 81 7C 00 00 
000001F5,65 1D 15 14 80 D1 D1 02 
00000329,80 5C 00 00 00 00 00 00 
00000545,00 42 CA 00 3B 00 00 5C 
000001F0,3F 00 4E 00 3B 00 48 00 
000001F5,8A 19 50 87 80 01 14 00 
00000316,41 00 6C 22 00 00 00 00 
00000545,00 7B DB 00 3B 00 00 59 
000001F0,1A 00 1F 00 18 00 1E 00 
000001F8,02 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 A7 67 
00000329,62 5E 00 00 00 0B 00 00 
00000153,00 D8 00 00 00 FF 00 80 
000001F3,80 87 00 F7 C1 80 00 00 
000001F5,77 19 46 87 80 11 69 01 
000001F0,1A 20 1F 00 18 00 1E 00 
00000316,41 00 6C 22 00 00 00 00 
00000545,00 7B DB 00 3B 00 00 59 
00000336,E0 18 FE 02 C9 15 BC 19 
00000565,50 20 66 02 00 02 A7 67 
00000153,00 D8 00 00 00 FF 00 80 
000001F3,80 87 00 F8 C1 80 00 00 
000001F8,02 00 00 00 FE FF 00 00 
000001F0,1A 40 1F 00 18 00 1E 00 
000001F5,68 19 DB 86 80 21 82 0E 
00000316,41 00 6C 22 00 00 00 00 
00000336,CA 1D FE 02 82 16 A2 1E 
00000545,00 7B DB 00 3B 00 00 59 
00000329,62 5E 00 00 00 10 00 00 
00000153,00 D8 00 00 00 FF 00 80 
00000565,50 20 66 02 00 02 A5 66 
000001F3,80 87 00 F8 C1 80 00 00 
000001F5,4B 19 FD 8A 80 31 00 00 
00000153,00 D8 00 00 00 FF 00 80 
000001F3,80 87 00 F8 81 81 00 00 
00000316,41 00 26 22 00 00 00 00 
00000336,CA 1D FE 02 7E 16 9D 1E 
00000545,00 7B DB 00 3B 00 00 59 
00000565,50 20 66 02 00 02 A5 66 
000001F0,18 00 1F 00 18 00 1D 00 
00000153,00 D0 00 00 00 FF 00 80 
000001F3,80 87 00 F7 41 81 00 00 
000001F8,02 00 00 00 FE FF 00 00 
000001F5,3B 19 00 87 80 41 11 00 
000001F0,18 20 1F 00 17 00 1C 00 
00000316,41 00 26 22 00 00 00 00 
00000545,00 7B DB 00 3B 00 00 59 
0000061F,00 AD 0B 00 40 00 00 00 
00000153,00 D0 00 00 00 FF 00 80 
000001F8,02 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 A5 66 
00000329,62 5E 00 00 00 13 00 00 
000001F5,29 19 C0 86 80 51 69 01 
00000618,00 00 5F 00 00 00 00 00 
00000613,1E 57 1D 56 05 CD 53 00 
00000316,41 00 0C 22 00 00 00 00 
00000329,80 5E 00 00 00 17 00 00 
00000545,00 7B DB 00 3B 00 00 59 
00000565,50 20 66 02 00 02 A5 66 
00000153,00 D0 00 00 00 FF 00 80 
000001F5,0C 19 B5 8D 80 61 0B 0F 
00000153,00 D0 00 00 00 FF 00 80 
000001F3,40 87 00 F6 41 81 00 00 
000001F8,02 00 00 00 FE FF 00 00 
00000316,41 00 0C 22 00 00 00 00 
00000545,00 7B DB 00 3B 00 00 59 
00000565,50 20 66 02 00 02 A5 66 
000001F0,18 00 1D 00 17 00 1C 00 
0000061A,5A 1D 82 FE BF 06 02 82 
000001F8,02 00 00 00 FE FF 00 00 
000001F5,FC 18 20 86 80 71 6C 11 
00000153,00 D0 00 00 00 FF 00 80 
00000316,41 00 06 22 00 00 00 00 
00000336,DB 2C FE 02 C4 18 7A 2D 
00000153,00 D0 00 00 00 FF 00 80 
000001F3,80 86 00 F7 C1 80 00 00 
00000565,50 20 66 02 00 02 A5 65 
000001F5,EC 18 50 87 80 81 10 00 
00000329,80 5E 00 00 00 1A 00 00 
00000153,00 C8 00 00 00 FF 00 80 
000001F3,C0 86 00 F6 41 81 00 00 
000001F8,02 00 00 00 FE FF 00 00 
000001F0,17 60 1D 00 17 00 1B 00 
00000316,41 00 06 22 00 00 00 00 
00000545,00 7B DB 00 3B 00 00 59 
00000565,50 20 66 02 00 02 A5 65 
00000336,A6 31 FE 02 81 19 6A 32 
000001F5,DB 18 2D 86 80 91 69 01 
000001F0,17 00 1C 00 17 00 1B 00 
000001F8,02 00 00 00 FE FF 00 00 
00000153,00 C8 00 00 00 FF 00 80 
00000316,41 00 79 22 00 00 00 00 
00000336,A6 31 FE 02 7D 19 64 32 
00000545,00 F5 DB 00 3B 00 00 59 
00000153,00 C0 00 00 00 FF 00 80 
000001F8,03 00 00 00 FE FF 00 00 
000001F5,CB 18 40 88 80 A1 0B 0F 
00000329,80 5E 00 00 00 1A 00 00 
00000153,00 C0 00 00 00 FF 00 80 
000001F3,80 86 00 F5 41 81 00 00 
00000329,80 5E 00 00 00 1A 00 00 
00000545,00 F5 DB 00 3B 00 00 59 
000001F0,17 40 1B 00 15 00 1B 00 
00000565,50 20 66 02 00 02 A7 65 
000001F5,BC 18 91 85 80 B1 00 00 
00000153,00 C0 00 00 00 FF 00 80 
000001F3,80 86 00 F5 C1 80 00 00 
000001F8,03 00 00 00 FE FF 00 00 
000001F0,17 60 1B 00 15 00 1B 00 
00000316,41 00 F9 22 00 00 00 00 
00000336,DA 31 FE 02 91 19 5A 32 
00000545,00 F5 DB 00 3B 00 00 59 
000001F5,9E 18 10 8E 80 C1 0D 00 
00000565,50 20 66 02 00 02 A7 65 
00000153,00 C0 00 00 00 FF 00 80 
000001F8,03 00 00 00 FE FF 00 00 
00000329,C0 5E 00 00 00 1A 00 00 
00000316,41 00 F9 22 00 00 00 00 
000001F0,17 20 1B 00 15 00 1B 00 
00000336,30 31 FE 02 7C 19 BB 31 
00000329,C0 5E 00 00 00 1A 00 00 
00000545,00 F5 DB 00 3B 00 00 59 
00000565,50 20 66 02 00 02 A7 65 
00000153,00 C0 00 00 00 FF 00 80 
00000153,00 B8 00 00 00 FF 00 80 
000001F3,C0 85 00 F5 C1 80 00 00 
000001F8,02 00 00 00 FE FF 00 00 
000001F0,17 40 1B 00 15 00 19 00 
000001F5,7D 18 40 87 80 E1 8A 0D 
00000329,C0 5E 00 00 00 1A 00 00 
00000545,00 F5 DB 00 3B 00 00 59 
00000316,41 00 79 23 00 00 00 00 
00000565,50 20 66 02 00 02 A8 65 
00000153,00 B8 00 00 00 FF 00 80 
000001F3,C0 85 00 F5 C1 80 00 00 
000001F8,03 00 00 00 FE FF 00 00 
000001F0,16 60 1B 00 15 00 19 00 
00000316,41 00 79 23 00 00 00 00 
00000336,21 31 FE 02 7E 19 A1 31 
00000545,00 F5 DB 00 3B 00 00 59 
000001F3,C0 85 00 F4 81 81 00 00 
000001F8,03 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 A8 65 
000001F5,6E 18 AF 85 80 F1 9C 05 
00000153,00 B8 00 00 00 FF 00 80 
000001F3,C0 85 00 F5 01 81 00 00 
000001F8,03 00 00 00 FE FF 00 00 
000001F5,4F 18 AF 8D 80 01 0A 00 
00000329,C0 5E 00 00 00 1A 00 00 
00000545,00 F5 DB 00 3B 00 00 59 
000001F0,14 20 18 00 15 00 19 00 
00000565,50 20 66 02 00 02 A8 65 
00000153,00 B0 00 00 00 FF 00 80 
000001F3,C0 85 00 F5 01 81 00 00 
000001F8,03 00 00 00 FE FF 00 00 
000001F0,14 40 18 00 14 00 19 00 
000001F5,3F 18 20 86 80 11 69 01 
00000316,41 00 E6 23 00 00 00 00 
00000336,C4 30 FE 02 9C 19 30 31 
00000545,00 F5 DB 00 3B 00 00 59 
00000153,00 B0 00 00 00 FF 00 80 
00000565,50 20 66 02 00 02 A8 65 
00000329,C0 5E 00 00 00 1A 00 00 
000001F5,2F 18 60 87 80 21 ED 10 
00000153,00 B0 00 00 00 FF 00 80 
000001F3,40 85 00 F4 01 81 00 00 
00000329,11 5E 00 00 00 1A 00 00 
00000545,00 F5 DB 00 3B 00 00 59 
000001F0,14 00 18 00 13 00 19 00 
00000565,50 20 66 02 00 02 AA 65 
00000153,00 B0 00 00 00 FF 00 80 
000001F3,40 85 00 F4 01 81 00 00 
000001F8,03 00 00 00 FE FF 00 00 
000001F5,20 18 BE 85 80 31 00 00 
000001F0,14 20 18 00 13 00 19 00 
00000316,41 00 4C 24 00 00 00 00 
00000336,16 30 FE 02 82 19 9B 30 
00000545,00 71 DC 00 3B 00 00 59 
00000329,11 5E 00 00 00 1D 00 00 
00000565,50 20 66 02 00 02 AA 65 
000001F3,00 85 00 F4 81 81 00 00 
000001F8,03 00 00 00 FE FF 00 00 
00000153,00 A8 00 00 00 FF 00 80 
000001F5,00 18 A0 8E 80 41 0F 00 
00000316,41 00 4C 24 00 00 00 00 
00000153,00 A8 00 00 00 FF 00 80 
000001F8,03 00 00 00 FE FF 00 00 
00000545,00 71 DC 00 3B 00 00 59 
00000329,11 5E 00 00 00 1D 00 00 
00000565,50 20 66 02 00 02 AA 66 
000001F5,F0 17 B0 85 80 51 F0 00 
00000153,00 A8 00 00 00 FF 00 80 
000001F3,00 85 00 F3 41 81 00 00 
000001F8,03 00 00 00 FE FF 00 00 
000001F0,14 00 17 00 13 00 16 00 
00000316,41 00 93 24 00 00 00 00 
00000545,00 71 DC 00 3B 00 00 59 
00000565,50 20 66 02 00 02 AA 66 
00000329,11 5E 00 00 00 20 00 00 
00000153,00 A8 00 00 00 FF 00 80 
000001F5,E0 17 90 88 80 61 C6 0B 
000001F8,03 00 00 00 FE FF 00 00 
000001F0,13 20 16 00 13 00 16 00 
00000316,41 00 93 24 00 00 00 00 
00000336,2D 34 FE 02 23 1A 94 34 
00000153,00 A8 00 00 00 FF 00 80 
000001F3,80 84 00 F3 C1 80 00 00 
000001F8,03 00 00 00 FE FF 00 00 
00000329,11 5E 00 00 00 20 00 00 
00000565,50 20 66 02 00 02 AC 66 
000001F5,D1 17 BE 85 80 71 7F 02 
00000153,00 A8 00 00 00 FF 00 80 
000001F3,80 84 00 F4 01 81 00 00 
000001F8,03 00 00 00 FE FF 00 00 
00000316,41 00 00 25 00 00 00 00 
00000545,00 71 DC 00 3B 00 00 59 
00000565,50 20 66 02 00 02 AC 66 
000001F5,BF 17 4C 88 80 81 0B 00 
000001F0,12 60 16 00 13 00 16 00 
00000153,00 A0 00 00 00 FF 00 80 
000001F8,03 00 00 00 FE FF 00 00 
000001F0,12 00 16 00 12 00 16 00 
00000316,41 00 00 25 00 00 00 00 
00000336,59 38 FE 02 C3 1A AC 38 
00000545,00 71 DC 00 3B 00 00 59 
00000329,62 5E 00 00 00 25 00 00 
00000153,00 A0 00 00 00 FF 00 80 
00000565,50 20 66 02 00 02 AC 65 
000001F0,12 20 16 00 11 00 16 00 
00000153,00 A0 00 00 00 FF 00 80 
000001F3,40 84 00 F3 C1 80 00 00 
00000329,62 5E 00 00 00 29 00 00 
00000545,00 71 DC 00 3B 00 00 59 
000001F0,12 40 16 00 11 00 16 00 
000001F5,9F 17 60 87 80 A1 77 12 
00000565,50 20 66 02 00 02 AC 65 
00000153,00 98 00 00 00 FF 00 80 
000001F3,40 84 00 F2 41 81 00 00 
000001F8,03 00 00 00 FE FF 00 00 
000001F0,12 60 16 00 11 00 15 00 
00000316,41 00 86 25 00 00 00 00 
00000336,27 39 FE 02 E2 1A DA 3E 
00000545,00 71 DC 00 3B 00 00 59 
00000329,62 5E 00 00 00 29 00 00 
000001F5,7F 17 40 8C 80 B1 00 00 
00000613,1E 57 1D 56 05 CC 53 00 
000001F8,04 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 AE 65 
00000615,C0 00 00 0B 00 00 00 00 
00000316,41 00 20 26 00 00 00 00 
00000153,00 90 00 00 00 FF 00 80 
000001F5,6F 17 C0 87 80 C1 06 00 
00000336,F9 39 FE 02 18 1B 86 43 
00000545,00 EF DC 00 3B 00 00 59 
00000565,50 20 66 02 00 02 AE 65 
00000329,62 5E 00 00 00 2C 00 00 
00000153,00 90 00 00 00 FF 00 80 
000001F3,C0 83 00 F1 01 81 00 00 
000001F8,04 00 00 00 FE FF 00 00 
0000061A,5A 1D 82 FE BF 06 02 82 
000001F0,12 40 13 00 11 00 13 00 
00000316,41 00 20 26 00 00 00 00 
00000545,00 EF DC 00 3B 00 00 59 
00000329,62 5E 00 00 00 2C 00 00 
00000565,50 20 66 02 00 02 AF 65 
00000153,00 90 00 00 00 FF 00 80 
000001F8,04 00 00 00 FE FF 00 00 
000001F0,12 60 13 00 11 00 13 00 
000001F5,5D 17 EC 80 80 E1 28 0A 
00000316,41 00 B9 26 00 00 00 00 
00000545,00 EF DC 00 3B 00 00 59 
00000153,00 90 00 00 00 FF 00 80 
000001F3,C0 83 00 F2 01 81 00 00 
000001F8,04 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 AF 65 
00000329,62 5E 00 00 00 2F 00 00 
00000153,00 90 00 00 00 FF 00 80 
000001F3,80 83 00 F2 01 81 00 00 
000001F5,4D 17 10 86 80 F1 9C 05 
000001F0,10 20 13 00 11 00 13 00 
00000316,41 00 59 27 00 00 00 00 
00000336,D6 3A FE 02 42 1B 9C 45 
00000545,00 EF DC 00 3B 00 00 59 
00000329,80 5E 00 00 00 2F 00 00 
00000565,50 20 66 02 00 02 B1 65 
000001F0,10 40 13 00 11 00 13 00 
000001F8,02 00 00 00 FE FF 00 00 
000001F5,3C 17 91 88 80 01 09 00 
00000153,00 90 00 00 00 FF 00 80 
00000316,41 00 59 27 00 00 00 00 
00000545,00 EF DC 00 3B 00 00 59 
00000153,00 90 00 00 00 FF 00 80 
000001F8,02 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 B1 65 
00000329,80 5E 00 00 00 32 00 00 
000001F5,2E 17 40 85 80 11 F0 00 
00000153,00 90 00 00 00 FF 00 80 
000001F3,00 83 00 F3 C1 80 00 00 
00000329,80 5E 00 00 00 32 00 00 
00000545,00 EF DC 00 3B 00 00 59 
000001F0,0F 00 13 00 10 00 13 00 
00000565,50 20 66 02 00 02 B1 65 
000001F5,2C 17 E4 80 80 21 41 0E 
000001F0,0F 20 13 00 0F 00 13 00 
000001F8,02 00 00 00 FE FF 00 00 
00000153,00 88 00 00 00 FF 00 80 
00000316,41 00 E6 27 00 00 00 00 
00000336,3A 3E FE 02 C8 1B C5 4B 
00000545,00 EF DC 00 3B 00 00 59 
00000329,80 5E 00 00 00 32 00 00 
00000565,50 20 66 02 00 02 B1 65 
00000153,00 80 00 00 00 FF 00 80 
000001F8,02 00 00 00 FE FF 00 00 
000001F0,0F 40 13 00 0F 00 12 00 
000001F5,1E 17 78 85 80 31 00 00 
000001F5,1C 17 00 00 80 B1 00 00 
00000316,41 00 B3 2A 00 00 00 00 
00000153,00 70 00 00 00 FF 00 80 
000001F8,01 00 00 00 FE FF 00 00 
00000545,00 1E DE 00 3B 00 00 59 
00000565,50 20 66 02 00 02 B8 67 
00000329,C0 5E 00 00 00 32 00 00 
00000153,00 70 00 00 00 FF 00 80 
000001F3,80 81 00 F1 41 81 00 00 
000001F8,01 00 00 00 FE FF 00 00 
000001F0,0C 40 0F 00 0D 00 0F 00 
00000316,41 00 B3 2A 00 00 00 00 
00000336,DA 45 FE 02 37 1D 53 4A 
00000545,00 1E DE 00 3B 00 00 59 
00000329,11 5E 00 00 00 32 00 00 
00000565,50 20 66 02 00 02 B8 67 
00000153,00 70 00 00 00 FF 00 80 
000001F3,80 81 00 F1 01 81 00 00 
000001F8,01 00 00 00 FE FF 00 00 
000001F0,0C 60 0F 00 0D 00 0F 00 
000001F5,1C 17 00 00 80 D1 78 00 
00000316,41 00 40 2B 00 00 00 00 
00000336,DA 45 FE 02 40 1D 58 4A 
00000545,00 1E DE 00 3B 00 00 59 
00000565,50 20 66 02 00 02 BA 68 
00000329,11 5E 00 00 00 32 00 00 
000001F5,1C 17 00 00 80 E1 AC 09 
00000153,00 68 00 00 00 FF 00 80 
000001F3,80 81 00 F1 41 81 00 00 
000001F8,01 00 00 00 01 F8 04 00 
00000329,11 5F 00 00 00 28 00 00 
00000316,41 00 60 23 00 00 00 00 
000001F0,C6 00 BE 00 C4 00 B8 00 
00000336,D6 33 FE 02 C9 1A 78 44 
000001F5,F6 86 08 80 80 91 CC 82 
00000545,00 04 EF 00 3B 00 00 58 
00000565,50 20 66 02 00 02 A8 65 
00000153,00 F0 05 00 00 FF 00 80 
00000153,00 F0 05 00 00 FF 00 80 
000001F3,80 8E 00 2C C2 7B 00 00 
000001F8,06 00 00 00 FE FF 00 00 
000001F0,C9 20 BE 00 C4 00 B8 00 
00000316,41 00 60 23 00 00 00 00 
00000336,D6 33 FE 02 C1 1A 6D 44 
00000545,00 04 EF 00 3B 00 00 58 
000001F5,F6 86 08 80 80 A1 5A 84 
00000565,50 20 66 02 00 02 A7 65 
00000153,00 F8 05 00 00 FF 00 80 
000001F8,07 00 00 00 FE FF 00 00 
000001F0,CB 40 BF 00 C6 00 B8 00 
00000316,41 00 F9 22 00 00 00 00 
00000336,5B 34 FE 02 CB 1A 68 44 
00000153,00 00 06 00 00 FF 00 80 
000001F3,00 8F 00 2C 02 7B 00 00 
00000565,50 20 66 02 00 02 A7 65 
000001F5,F6 86 08 80 80 B1 00 00 
00000153,00 08 06 00 00 FF 00 80 
000001F3,00 8F 00 2D 02 7B 00 00 
000001F8,07 00 00 00 FE FF 00 00 
000001F0,CB 00 BE 00 C7 00 BA 00 
00000316,41 00 F9 22 00 00 00 00 
00000545,00 69 EF 00 3B 00 00 58 
00000329,11 5F 00 00 00 28 00 00 
00000565,50 20 66 02 00 02 A7 65 
00000153,00 08 06 00 00 FF 00 80 
000001F8,07 00 00 00 FE FF 00 00 
000001F0,CA 20 BF 00 C8 00 BA 00 
000001F5,F4 86 0A 00 80 D1 90 82 
00000316,41 00 8C 22 00 00 00 00 
00000336,C2 34 FE 02 E4 1A 7D 44 
00000545,00 69 EF 00 3B 00 00 58 
00000329,11 5F 00 00 00 28 00 00 
00000153,00 10 06 00 00 FF 00 80 
00000565,50 20 66 02 00 02 A7 65 
000001F0,CA 40 C0 00 C9 00 BC 00 
000001F5,F4 86 0A 00 80 E1 ED 83 
00000153,00 18 06 00 00 FF 00 80 
000001F3,40 8F 00 2E 02 7B 00 00 
000001F8,04 00 00 00 FE FF 00 00 
00000336,C2 34 FE 02 D7 1A 72 44 
00000545,00 69 EF 00 3B 00 00 58 
000001F0,CC 60 C1 00 C9 00 BD 00 
00000565,50 20 66 02 00 02 A7 65 
00000153,00 18 06 00 00 FF 00 80 
000001F3,C0 8F 00 2D 42 7A 00 00 
000001F5,F4 86 0A 00 80 F1 9D 05 
000001F0,CD 00 C2 00 C9 00 BD 00 
00000316,41 00 40 22 00 00 00 00 
00000336,C2 34 FE 02 CE 1A 6D 44 
00000545,00 69 EF 00 3B 00 00 58 
00000329,62 5F 00 00 00 28 00 00 
00000565,50 20 66 02 00 02 A5 65 
00000153,00 20 06 00 00 FF 00 80 
000001F8,04 00 00 00 FE FF 00 00 
000001F0,CD 20 C1 00 CB 00 BD 00 
000001F5,F4 86 0A 00 80 01 EC 80 
00000316,41 00 40 22 00 00 00 00 
000001F0,CD 40 C0 00 CB 00 BE 00 
00000336,FB 34 FE 02 DB 1A 78 44 
00000545,00 69 EF 00 3B 00 00 58 
00000153,00 20 06 00 00 FF 00 80 
00000565,50 20 66 02 00 02 A5 65 
000001F5,F4 86 0A 00 80 11 43 83 
00000153,00 30 06 00 00 FF 00 80 
000001F3,C0 8F 00 2E 02 7B 00 00 
000001F8,03 00 00 00 FE FF 00 00 
000001F0,CD 60 C1 00 CD 00 BE 00 
00000316,41 00 06 22 00 00 00 00 
00000336,FB 34 FE 02 DB 1A 7D 44 
00000545,00 69 EF 00 3B 00 00 58 
00000329,62 5F 00 00 00 28 00 00 
00000565,50 20 66 02 00 02 A5 65 
00000153,00 30 06 00 00 FF 00 80 
000001F3,C0 8F 00 2E 42 7C 00 00 
000001F5,F4 86 0A 00 80 21 EB 84 
000001F0,CE 00 C7 00 CD 00 BF 00 
00000613,1E 57 1D 56 05 48 43 00 
00000618,00 00 5F 00 00 00 00 00 
00000615,C0 00 00 0B 00 00 00 00 
00000316,41 00 06 22 00 00 00 00 
00000153,00 30 06 00 00 FF 00 80 
000001F8,0A 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 A5 65 
00000329,62 5F 00 00 00 28 00 00 
000001F5,F4 86 0A 00 80 31 00 00 
00000153,00 38 06 00 00 FF 00 80 
000001F3,00 90 00 2D 02 7C 00 00 
000001F8,0D 00 00 00 FE FF 00 00 
000001F0,CE 40 BE 00 CE 00 C0 00 
00000316,41 00 00 22 00 00 00 00 
00000545,00 D3 EF 00 3B 00 00 58 
00000565,50 20 66 02 00 02 A5 65 
000001F5,F4 86 0A 00 80 41 17 81 
0000061A,5A 1D 82 FE BF 06 02 82 
000001F8,0D 00 00 00 FE FF 00 00 
00000336,80 35 FE 02 A9 1A 35 44 
00000316,41 00 00 22 00 00 00 00 
00000336,AE 35 FE 02 A7 1A 30 44 
00000545,00 D3 EF 00 3B 00 00 58 
00000329,80 5F 00 00 00 28 00 00 
00000153,00 38 06 00 00 FF 00 80 
00000565,50 20 66 02 00 02 A5 65 
000001F5,F4 86 0A 00 80 51 CB 82 
000001F0,CF 00 C3 00 CF 00 C0 00 
00000153,00 38 06 00 00 FF 00 80 
000001F3,00 90 00 2B 02 7B 00 00 
000001F8,0D 00 00 00 FE FF 00 00 
00000336,AE 35 FE 02 B4 1A 44 44 
00000545,00 D3 EF 00 3B 00 00 58 
000001F0,CF 20 C3 00 CE 00 C0 00 
000001F5,F4 86 0A 00 80 61 20 84 
00000565,50 20 66 02 00 02 A5 65 
00000153,00 40 06 00 00 FF 00 80 
000001F3,C0 8F 00 2B 02 7C 00 00 
000001F8,07 00 00 00 FE FF 00 00 
000001F0,D0 40 C3 00 CF 00 C1 00 
00000316,41 00 13 22 00 00 00 00 
00000336,DD 35 FE 02 B7 1A 44 44 
00000545,00 D3 EF 00 3B 00 00 58 
00000565,50 20 66 02 00 02 A5 65 
000001F3,C0 8F 00 2B C2 7C 00 00 
000001F8,07 00 00 00 FE FF 00 00 
00000329,80 5F 00 00 00 28 00 00 
00000153,00 48 06 00 00 FF 00 80 
000001F3,00 90 00 2B 82 7B 00 00 
00000316,41 00 13 22 00 00 00 00 
00000545,00 D3 EF 00 3B 00 00 58 
00000336,DD 35 FE 02 B2 1A 44 44 
000001F0,D0 00 C4 00 D0 00 C3 00 
00000565,50 20 66 02 00 02 A5 65 
00000153,00 50 06 00 00 FF 00 80 
000001F3,00 90 00 2B 42 7B 00 00 
000001F8,03 00 00 00 FE FF 00 00 
000001F0,D0 20 C4 00 D1 00 C3 00 
00000316,41 00 59 22 00 00 00 00 
000001F5,F4 86 0A 00 80 91 07 83 
00000545,00 D3 EF 00 3B 00 00 58 
